F_A6,F_B6,F_C6,F_D6,F_E6,F_F6,F_G6,F_H6,F_I6,F_J6
1784.0799560546875,4351.759765625,2975.260009765625,1886.1400146484373,2033.8399658203125,5257.240234375,1824.9599609375,4978.0400390625,2705.080078125,1825.4000244140625
1789.1800537109375,4318.14013671875,2954.139892578125,1897.9000244140625,2028.06005859375,5248.72021484375,1820.8199462890625,4987.06005859375,2699.43994140625,1821.93994140625
1779.5999755859375,4342.7998046875,2950.52001953125,1896.300048828125,2020.0,5276.16015625,1819.699951171875,4985.7001953125,2688.93994140625,1807.97998046875
1778.3599853515625,4339.0400390625,2957.02001953125,1892.300048828125,2017.93994140625,5277.02001953125,1816.1800537109373,5003.89990234375,2687.580078125,1815.3800048828125
1769.199951171875,4328.33984375,2947.219970703125,1885.5999755859373,2010.8599853515625,5279.0400390625,1808.43994140625,4962.68017578125,2688.800048828125,1803.0400390625
1771.5400390625,4332.6201171875,2941.56005859375,1889.0999755859373,2000.1800537109373,5306.47998046875,1814.4599609375,4965.5,2679.280029296875,1782.6600341796875
1761.6400146484375,4323.4599609375,2964.6201171875,1879.06005859375,2008.5999755859373,5312.1201171875,1813.3800048828125,4997.6201171875,2682.93994140625,1800.3599853515625
1764.6800537109375,4327.759765625,2954.239990234375,1880.8399658203125,2010.6400146484373,5307.5400390625,1818.97998046875,4978.0400390625,2674.199951171875,1800.06005859375
1784.239990234375,4344.93994140625,2951.280029296875,1881.97998046875,2019.56005859375,5339.2001953125,1819.3599853515625,4971.89990234375,2684.199951171875,1803.739990234375
1773.780029296875,4330.6201171875,2948.39990234375,1872.5999755859373,2010.93994140625,5315.72021484375,1822.4200439453125,4978.31982421875,2665.5,1793.43994140625
1781.97998046875,4385.22021484375,2971.179931640625,1887.97998046875,2031.6400146484373,5388.33984375,1820.760009765625,5053.06005859375,2704.159912109375,1819.02001953125
1784.02001953125,4351.85986328125,2969.300048828125,1886.3800048828125,2039.199951171875,5411.39990234375,1826.5400390625,5012.56005859375,2703.360107421875,1801.9599609375
1785.760009765625,4374.16015625,2981.02001953125,1892.780029296875,2029.8599853515625,5417.9599609375,1824.1199951171875,5037.77978515625,2704.639892578125,1809.6199951171875
1770.93994140625,4388.3798828125,2972.9599609375,1891.8599853515625,2021.0400390625,5429.759765625,1814.0400390625,5065.89990234375,2710.800048828125,1802.4599609375
1760.8599853515625,4413.080078125,2992.47998046875,1893.56005859375,2017.97998046875,5458.7998046875,1813.1800537109373,5072.18017578125,2702.60009765625,1803.8399658203125
1765.300048828125,4430.1201171875,2993.159912109375,1886.699951171875,2031.260009765625,5484.14013671875,1809.4599609375,5120.33984375,2710.219970703125,1804.199951171875
1770.56005859375,4446.7998046875,3011.6201171875,1897.3800048828125,2026.3399658203125,5526.33984375,1803.9200439453125,5100.68017578125,2722.300048828125,1785.4599609375
1770.5400390625,4463.72021484375,3011.219970703125,1886.280029296875,2041.02001953125,5579.77978515625,1816.9599609375,5139.1201171875,2722.239990234375,1795.780029296875
1771.300048828125,4473.6201171875,3027.9599609375,1880.8599853515625,2030.1400146484373,5586.18017578125,1807.93994140625,5159.18017578125,2735.60009765625,1794.3800048828125
1752.52001953125,4473.89990234375,3016.60009765625,1886.3199462890625,2023.0400390625,5608.93994140625,1798.6400146484375,5149.27978515625,2747.840087890625,1781.280029296875
1758.93994140625,4505.27978515625,3046.56005859375,1884.02001953125,2032.760009765625,5655.7998046875,1808.239990234375,5215.3798828125,2735.5400390625,1791.4200439453125
1751.6800537109375,4519.89990234375,3035.9599609375,1872.8199462890625,2041.3199462890625,5641.2998046875,1794.4000244140625,5190.39990234375,2756.080078125,1786.219970703125
1751.3399658203125,4520.31982421875,3049.639892578125,1881.1600341796875,2029.699951171875,5694.43994140625,1801.6400146484373,5228.2001953125,2746.43994140625,1788.6800537109375
1744.4599609375,4521.97998046875,3022.280029296875,1859.6199951171875,2029.47998046875,5689.919921875,1787.8800048828125,5219.9599609375,2728.300048828125,1779.219970703125
1746.5999755859375,4523.9599609375,3047.639892578125,1871.8599853515625,2017.239990234375,5707.18017578125,1791.52001953125,5227.080078125,2742.199951171875,1767.47998046875
1737.0799560546875,4521.419921875,3021.06005859375,1867.4200439453125,2011.8599853515625,5720.47998046875,1792.280029296875,5231.60009765625,2742.0400390625,1770.5
1739.699951171875,4540.33984375,3039.219970703125,1862.06005859375,2024.3800048828125,5746.31982421875,1775.9000244140625,5227.240234375,2744.43994140625,1758.8199462890625
1714.52001953125,4501.27978515625,3009.800048828125,1839.8199462890625,2012.4599609375,5707.52001953125,1771.780029296875,5204.27978515625,2726.360107421875,1764.8399658203125
1724.0,4503.60009765625,3005.39990234375,1847.6400146484373,2017.93994140625,5716.080078125,1771.06005859375,5234.77978515625,2741.679931640625,1762.5799560546875
1698.699951171875,4496.5,3002.3798828125,1835.3199462890625,2009.6600341796875,5701.60009765625,1757.4000244140625,5182.9599609375,2720.919921875,1745.0
1705.9200439453125,4501.259765625,3006.239990234375,1831.97998046875,1997.260009765625,5722.39990234375,1762.699951171875,5205.9599609375,2718.39990234375,1743.780029296875
1701.6199951171875,4498.56005859375,3002.239990234375,1831.5999755859373,2013.0,5715.66015625,1759.719970703125,5187.31982421875,2717.02001953125,1738.300048828125
1704.8399658203125,4490.5400390625,3002.739990234375,1831.4599609375,2002.260009765625,5721.10009765625,1758.8599853515625,5194.259765625,2715.919921875,1735.5
1692.219970703125,4498.60009765625,2992.10009765625,1826.06005859375,2005.0799560546875,5738.5,1753.8399658203125,5171.52001953125,2711.60009765625,1726.6400146484375
1697.219970703125,4490.47998046875,3020.320068359375,1823.9000244140625,2011.1800537109373,5751.47998046875,1752.9599609375,5206.10009765625,2717.0,1733.760009765625
1691.260009765625,4510.72021484375,3014.699951171875,1815.280029296875,2005.1600341796875,5757.5400390625,1745.6400146484375,5211.43994140625,2725.1201171875,1720.4599609375
1681.780029296875,4500.740234375,3001.10009765625,1808.4200439453125,1997.1400146484373,5782.89990234375,1739.06005859375,5195.39990234375,2695.820068359375,1715.739990234375
1683.52001953125,4509.3798828125,3005.8798828125,1831.3800048828125,2008.3199462890625,5792.85986328125,1750.4200439453125,5231.97998046875,2699.659912109375,1727.6600341796875
1680.6800537109375,4539.2001953125,3019.260009765625,1821.760009765625,1999.699951171875,5820.85986328125,1748.93994140625,5245.31982421875,2720.820068359375,1719.97998046875
1675.1199951171875,4555.66015625,3041.9599609375,1839.4200439453125,2017.1600341796875,5868.14013671875,1746.739990234375,5267.240234375,2732.780029296875,1718.1600341796875
1683.739990234375,4567.39990234375,3042.0400390625,1843.760009765625,2012.719970703125,5926.9599609375,1756.8599853515625,5289.580078125,2756.199951171875,1735.3399658203125
1686.260009765625,4560.43994140625,3046.179931640625,1824.800048828125,2006.3199462890625,5935.3798828125,1758.6800537109375,5299.2001953125,2730.39990234375,1719.56005859375
1684.760009765625,4600.33984375,3043.679931640625,1837.800048828125,2029.9599609375,5992.580078125,1762.0,5344.31982421875,2768.47998046875,1726.97998046875
1696.3599853515625,4642.97998046875,3075.780029296875,1839.3199462890625,2033.6800537109373,6012.8798828125,1757.4200439453125,5361.97998046875,2772.699951171875,1731.300048828125
1685.02001953125,4653.56005859375,3088.360107421875,1837.52001953125,2042.6600341796875,6046.31982421875,1763.0999755859375,5396.080078125,2765.47998046875,1728.47998046875
1692.199951171875,4667.33984375,3084.820068359375,1839.1600341796875,2038.6800537109373,6049.81982421875,1768.4599609375,5403.66015625,2790.9599609375,1732.8800048828125
1707.0799560546875,4703.35986328125,3119.60009765625,1852.239990234375,2044.56005859375,6108.919921875,1771.6800537109375,5454.43994140625,2785.800048828125,1737.1600341796875
1685.280029296875,4703.83984375,3105.840087890625,1838.43994140625,2043.719970703125,6109.39990234375,1769.0400390625,5399.7998046875,2783.739990234375,1726.9200439453125
1689.8199462890625,4719.259765625,3107.280029296875,1845.6600341796875,2063.43994140625,6158.759765625,1763.0999755859375,5429.0400390625,2817.4599609375,1734.47998046875
1697.239990234375,4715.72021484375,3134.5,1838.1400146484373,2054.9599609375,6167.35986328125,1776.3599853515625,5477.56005859375,2823.199951171875,1744.739990234375
1689.739990234375,4701.77978515625,3129.080078125,1851.8399658203125,2061.5400390625,6162.43994140625,1760.93994140625,5449.83984375,2819.739990234375,1738.8599853515625
1678.300048828125,4724.10009765625,3111.8798828125,1834.3800048828125,2055.300048828125,6180.419921875,1762.1199951171875,5443.93994140625,2807.0400390625,1728.0400390625
1674.4200439453125,4712.43994140625,3114.780029296875,1841.3800048828125,2038.8599853515625,6194.8798828125,1757.9000244140625,5460.259765625,2789.419921875,1722.719970703125
1666.9599609375,4705.85986328125,3110.139892578125,1830.8800048828125,2048.02001953125,6204.14013671875,1742.06005859375,5445.14013671875,2795.780029296875,1717.739990234375
1665.280029296875,4701.3798828125,3099.639892578125,1832.97998046875,2051.719970703125,6162.81982421875,1746.1600341796875,5412.47998046875,2794.93994140625,1702.6400146484375
1665.9000244140625,4698.6201171875,3107.360107421875,1829.06005859375,2041.4000244140625,6205.39990234375,1743.4200439453125,5441.5400390625,2799.199951171875,1696.97998046875
1658.219970703125,4688.77978515625,3102.719970703125,1828.5999755859373,2027.3199462890625,6174.60009765625,1739.280029296875,5443.2001953125,2778.860107421875,1693.699951171875
1655.260009765625,4676.14013671875,3079.360107421875,1813.06005859375,2043.5799560546875,6183.8798828125,1733.0799560546875,5410.72021484375,2760.679931640625,1692.739990234375
1664.9200439453125,4667.8798828125,3088.860107421875,1817.300048828125,2033.800048828125,6186.1201171875,1729.8800048828125,5395.68017578125,2755.5400390625,1696.5999755859375
1653.0,4638.93994140625,3060.5,1809.6600341796875,2030.760009765625,6179.18017578125,1724.8199462890625,5402.72021484375,2772.719970703125,1686.8399658203125
1645.5,4668.89990234375,3090.919921875,1807.0,2031.93994140625,6207.83984375,1724.4200439453125,5395.2001953125,2763.06005859375,1681.239990234375
1643.9000244140625,4664.33984375,3084.89990234375,1799.52001953125,2028.3399658203125,6176.02001953125,1724.760009765625,5385.43994140625,2770.43994140625,1671.8199462890625
1645.5,4666.89990234375,3091.699951171875,1797.5400390625,2041.5999755859373,6236.2998046875,1730.8599853515625,5425.60009765625,2782.719970703125,1683.52001953125
1655.8599853515625,4672.7001953125,3088.6201171875,1806.739990234375,2034.56005859375,6226.5,1721.760009765625,5391.0,2765.52001953125,1667.8800048828125
1661.52001953125,4708.0400390625,3120.3798828125,1818.0799560546875,2066.699951171875,6271.4599609375,1732.0400390625,5425.52001953125,2791.3798828125,1695.8399658203125
1656.3599853515625,4720.16015625,3120.9599609375,1824.02001953125,2064.280029296875,6266.66015625,1743.6400146484375,5425.81982421875,2802.080078125,1707.5400390625
1668.6600341796875,4736.64013671875,3127.5,1840.97998046875,2081.219970703125,6319.5,1745.5,5457.240234375,2801.239990234375,1708.1600341796875
1676.9000244140625,4741.27978515625,3149.280029296875,1836.06005859375,2071.860107421875,6325.06005859375,1764.9000244140625,5493.39990234375,2811.89990234375,1717.0
1676.97998046875,4791.77978515625,3134.10009765625,1857.56005859375,2098.179931640625,6392.72021484375,1769.8399658203125,5513.1201171875,2821.1201171875,1710.8599853515625
1665.199951171875,4770.9599609375,3166.9599609375,1843.4200439453125,2094.699951171875,6382.919921875,1761.8199462890625,5523.85986328125,2825.5,1713.6400146484375
1689.3199462890625,4826.759765625,3183.52001953125,1857.9000244140625,2110.10009765625,6482.02001953125,1768.0999755859375,5571.33984375,2835.840087890625,1710.8599853515625
1673.97998046875,4811.52001953125,3193.719970703125,1859.1800537109373,2117.739990234375,6469.66015625,1774.719970703125,5562.1201171875,2861.419921875,1713.56005859375
1683.800048828125,4860.85986328125,3197.820068359375,1864.739990234375,2123.199951171875,6526.18017578125,1764.02001953125,5629.89990234375,2875.139892578125,1727.5999755859375
1674.260009765625,4882.52001953125,3216.47998046875,1864.5999755859373,2134.419921875,6583.080078125,1783.1199951171875,5640.02001953125,2879.93994140625,1722.699951171875
1677.6600341796875,4875.5400390625,3210.06005859375,1873.8800048828125,2139.260009765625,6633.39990234375,1780.1400146484375,5674.16015625,2880.679931640625,1728.52001953125
1669.1800537109375,4914.6201171875,3217.679931640625,1861.6400146484373,2139.419921875,6623.6201171875,1769.300048828125,5684.52001953125,2870.679931640625,1719.8599853515625
1692.6800537109375,4926.68017578125,3231.739990234375,1864.8599853515625,2145.800048828125,6691.06005859375,1773.97998046875,5698.97998046875,2890.919921875,1726.1600341796875
1671.260009765625,4943.4599609375,3220.0,1867.06005859375,2128.919921875,6713.72021484375,1780.6600341796875,5713.33984375,2898.139892578125,1712.300048828125
1670.760009765625,4932.8798828125,3235.3798828125,1868.5400390625,2146.820068359375,6687.89990234375,1767.3199462890625,5708.16015625,2908.919921875,1704.8599853515625
1663.199951171875,4948.68017578125,3235.780029296875,1859.5799560546875,2155.4599609375,6748.5400390625,1762.1199951171875,5720.0,2906.6201171875,1711.47998046875
1664.6400146484375,4954.7001953125,3254.39990234375,1866.280029296875,2133.179931640625,6789.3798828125,1763.43994140625,5742.27978515625,2912.340087890625,1706.9599609375
1656.43994140625,4955.60009765625,3244.52001953125,1844.8800048828125,2132.97998046875,6773.60009765625,1759.1800537109375,5733.97998046875,2890.159912109375,1701.1199951171875
1648.93994140625,4947.83984375,3240.1201171875,1843.3800048828125,2125.56005859375,6748.9599609375,1740.760009765625,5740.35986328125,2885.739990234375,1687.1400146484375
1646.0799560546875,4917.72021484375,3233.919921875,1837.0999755859373,2119.179931640625,6743.66015625,1743.97998046875,5723.27978515625,2878.300048828125,1689.6800537109375
1619.0400390625,4928.5400390625,3201.4599609375,1825.1199951171875,2116.860107421875,6740.97998046875,1732.0799560546875,5721.10009765625,2863.0,1669.3800048828125
1614.3199462890625,4929.6201171875,3213.0400390625,1831.260009765625,2121.580078125,6795.27978515625,1734.1400146484375,5741.759765625,2876.5400390625,1657.06005859375
1605.3199462890625,4929.240234375,3191.419921875,1811.4599609375,2109.360107421875,6765.2001953125,1725.56005859375,5699.81982421875,2859.5400390625,1643.02001953125
1604.199951171875,4914.14013671875,3197.93994140625,1800.3599853515625,2109.3798828125,6753.93994140625,1701.1199951171875,5687.5400390625,2866.179931640625,1646.9599609375
1597.06005859375,4884.7998046875,3179.280029296875,1794.1600341796875,2100.179931640625,6774.22021484375,1694.5799560546875,5681.2001953125,2834.360107421875,1643.1400146484375
1580.0799560546875,4884.1201171875,3183.419921875,1785.739990234375,2090.919921875,6762.7998046875,1677.739990234375,5680.89990234375,2822.4599609375,1627.6400146484375
1570.4200439453125,4869.89990234375,3165.760009765625,1775.1199951171875,2092.580078125,6789.47998046875,1684.6199951171875,5662.9599609375,2814.080078125,1608.1800537109375
1560.06005859375,4880.5400390625,3134.280029296875,1757.4200439453125,2076.06005859375,6768.5,1652.9599609375,5646.5,2802.199951171875,1609.9200439453125
1556.8599853515625,4871.6201171875,3158.919921875,1764.1800537109375,2074.5400390625,6786.6201171875,1665.9200439453125,5646.33984375,2807.260009765625,1601.4000244140625
1539.719970703125,4850.580078125,3136.8798828125,1743.4599609375,2075.919921875,6782.64013671875,1651.97998046875,5632.52001953125,2787.52001953125,1592.199951171875
1545.800048828125,4854.2998046875,3148.840087890625,1741.8199462890625,2066.320068359375,6801.35986328125,1652.219970703125,5648.3798828125,2790.39990234375,1585.5
1540.06005859375,4867.4599609375,3148.300048828125,1746.3599853515625,2074.260009765625,6792.7001953125,1644.5999755859375,5659.43994140625,2791.43994140625,1595.5
1541.719970703125,4876.16015625,3138.780029296875,1738.699951171875,2073.02001953125,6810.83984375,1649.43994140625,5663.31982421875,2806.39990234375,1587.219970703125
1525.9000244140625,4875.10009765625,3151.9599609375,1744.300048828125,2079.260009765625,6849.2998046875,1640.6800537109375,5678.5,2792.93994140625,1572.93994140625
1524.260009765625,4851.56005859375,3132.0,1736.8399658203125,2073.39990234375,6838.6201171875,1629.300048828125,5677.10009765625,2787.159912109375,1562.1199951171875
1526.5400390625,4902.27978515625,3157.260009765625,1750.6600341796875,2077.06005859375,6905.52001953125,1648.5799560546875,5705.97998046875,2795.179931640625,1579.97998046875
1508.47998046875,4888.02001953125,3148.0,1736.5,2069.3798828125,6906.18017578125,1640.6600341796875,5685.759765625,2805.760009765625,1569.5799560546875
1516.9599609375,4904.2001953125,3168.719970703125,1732.1800537109375,2070.260009765625,6926.81982421875,1632.260009765625,5698.0,2789.0,1561.8399658203125
1510.3599853515625,4921.72021484375,3155.919921875,1729.6600341796875,2084.320068359375,6932.0,1637.93994140625,5720.919921875,2802.159912109375,1556.699951171875
1493.219970703125,4891.47998046875,3138.56005859375,1721.800048828125,2077.52001953125,6945.85986328125,1615.1800537109375,5701.10009765625,2786.97998046875,1554.8199462890625
1498.3399658203125,4929.85986328125,3151.679931640625,1723.3199462890625,2076.820068359375,6947.18017578125,1626.260009765625,5739.31982421875,2806.3798828125,1544.4200439453125
1498.0,4892.9599609375,3149.699951171875,1712.719970703125,2081.199951171875,6948.7001953125,1602.3399658203125,5694.2998046875,2800.0,1551.3800048828125
